"Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","ServiceHandle","Status","ServiceType","StartType","Site","Container"
"AarSvc_1b81a2","System.ServiceProcess.ServiceController[]","False","False","False","Agent Activation Runtime_1b81a2","System.ServiceProcess.ServiceController[]",".","AarSvc_1b81a2","System.ServiceProcess.ServiceController[]",,"Stopped","224","Manual",,
"AJRouter","System.ServiceProcess.ServiceController[]","False","False","False","AllJoyn Router Service","System.ServiceProcess.ServiceController[]",".","AJRouter","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"ALG","System.ServiceProcess.ServiceController[]","False","False","False","Application Layer Gateway Service","System.ServiceProcess.ServiceController[]",".","ALG","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"AOTAgentSvc","System.ServiceProcess.ServiceController[]","False","True","True","Trend Micro Telemetry Service","System.ServiceProcess.ServiceController[]",".","AOTAgentSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"AppIDSvc","System.ServiceProcess.ServiceController[]","False","False","False","Application Identity","System.ServiceProcess.ServiceController[]",".","AppIDSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"Appinfo","System.ServiceProcess.ServiceController[]","False","False","True","Application Information","System.ServiceProcess.ServiceController[]",".","Appinfo","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"AppMgmt","System.ServiceProcess.ServiceController[]","False","False","False","Application Management","System.ServiceProcess.ServiceController[]",".","AppMgmt","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"AppReadiness","System.ServiceProcess.ServiceController[]","False","False","False","App Readiness","System.ServiceProcess.ServiceController[]",".","AppReadiness","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"AppVClient","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft App-V Client","System.ServiceProcess.ServiceController[]",".","AppVClient","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Disabled",,
"AppXSvc","System.ServiceProcess.ServiceController[]","False","False","False","AppX Deployment Service (AppXSVC)","System.ServiceProcess.ServiceController[]",".","AppXSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"AssignedAccessManagerSvc","System.ServiceProcess.ServiceController[]","False","False","False","AssignedAccessManager Service","System.ServiceProcess.ServiceController[]",".","AssignedAccessManagerSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"AudioEndpointBuilder","System.ServiceProcess.ServiceController[]","False","False","True","Windows Audio Endpoint Builder","System.ServiceProcess.ServiceController[]",".","AudioEndpointBuilder","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"Audiosrv","System.ServiceProcess.ServiceController[]","False","False","True","Windows Audio","System.ServiceProcess.ServiceController[]",".","Audiosrv","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"autotimesvc","System.ServiceProcess.ServiceController[]","False","False","False","Cellular Time","System.ServiceProcess.ServiceController[]",".","autotimesvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"AxInstSV","System.ServiceProcess.ServiceController[]","False","False","False","ActiveX Installer (AxInstSV)","System.ServiceProcess.ServiceController[]",".","AxInstSV","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"BcastDVRUserService_1b81a2","System.ServiceProcess.ServiceController[]","False","False","False","GameDVR and Broadcast User Service_1b81a2","System.ServiceProcess.ServiceController[]",".","BcastDVRUserService_1b81a2","System.ServiceProcess.ServiceController[]",,"Stopped","240","Manual",,
"BDESVC","System.ServiceProcess.ServiceController[]","False","False","True","BitLocker Drive Encryption Service","System.ServiceProcess.ServiceController[]",".","BDESVC","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"BFE","System.ServiceProcess.ServiceController[]","False","False","True","Base Filtering Engine",,".","BFE","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"BITS","System.ServiceProcess.ServiceController[]","False","False","False","Background Intelligent Transfer Service","System.ServiceProcess.ServiceController[]",".","BITS","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"BluetoothUserService_1b81a2","System.ServiceProcess.ServiceController[]","False","False","True","Bluetooth User Support Service_1b81a2","System.ServiceProcess.ServiceController[]",".","BluetoothUserService_1b81a2","System.ServiceProcess.ServiceController[]",,"Running","240","Manual",,
"brave","System.ServiceProcess.ServiceController[]","False","False","False","Brave Update Service (brave)","System.ServiceProcess.ServiceController[]",".","brave","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Automatic",,
"BraveElevationService","System.ServiceProcess.ServiceController[]","False","False","False","Brave Elevation Service (BraveElevationService)","System.ServiceProcess.ServiceController[]",".","BraveElevationService","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"bravem","System.ServiceProcess.ServiceController[]","False","False","False","Brave Update Service (bravem)","System.ServiceProcess.ServiceController[]",".","bravem","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"BrokerInfrastructure","System.ServiceProcess.ServiceController[]","False","False","False","Background Tasks Infrastructure Service",,".","BrokerInfrastructure","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"BTAGService","System.ServiceProcess.ServiceController[]","False","False","True","Bluetooth Audio Gateway Service","System.ServiceProcess.ServiceController[]",".","BTAGService","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"BthAvctpSvc","System.ServiceProcess.ServiceController[]","False","False","True","AVCTP service","System.ServiceProcess.ServiceController[]",".","BthAvctpSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"bthserv","System.ServiceProcess.ServiceController[]","False","True","True","Bluetooth Support Service","System.ServiceProcess.ServiceController[]",".","bthserv","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"camsvc","System.ServiceProcess.ServiceController[]","False","True","True","Capability Access Manager Service","System.ServiceProcess.ServiceController[]",".","camsvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"CaptureService_1b81a2","System.ServiceProcess.ServiceController[]","False","False","False","CaptureService_1b81a2","System.ServiceProcess.ServiceController[]",".","CaptureService_1b81a2","System.ServiceProcess.ServiceController[]",,"Stopped","240","Manual",,
"cbdhsvc_1b81a2","System.ServiceProcess.ServiceController[]","False","False","True","Clipboard User Service_1b81a2","System.ServiceProcess.ServiceController[]",".","cbdhsvc_1b81a2","System.ServiceProcess.ServiceController[]",,"Running","240","Automatic",,
"CDPSvc","System.ServiceProcess.ServiceController[]","False","False","True","Connected Devices Platform Service","System.ServiceProcess.ServiceController[]",".","CDPSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"CDPUserSvc_1b81a2","System.ServiceProcess.ServiceController[]","False","False","True","Connected Devices Platform User Service_1b81a2","System.ServiceProcess.ServiceController[]",".","CDPUserSvc_1b81a2","System.ServiceProcess.ServiceController[]",,"Running","240","Automatic",,
"CertPropSvc","System.ServiceProcess.ServiceController[]","False","False","False","Certificate Propagation","System.ServiceProcess.ServiceController[]",".","CertPropSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"CETASvc","System.ServiceProcess.ServiceController[]","False","True","False","Trend Micro Cloud Endpoint Telemetry Service","System.ServiceProcess.ServiceController[]",".","CETASvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"ClickToRunSvc","System.ServiceProcess.ServiceController[]","False","True","True","Microsoft Office Click-to-Run Service","System.ServiceProcess.ServiceController[]",".","ClickToRunSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"ClipSVC","System.ServiceProcess.ServiceController[]","False","False","False","Client License Service (ClipSVC)","System.ServiceProcess.ServiceController[]",".","ClipSVC","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"CloudBackupRestoreSvc_1b81a2","System.ServiceProcess.ServiceController[]","False","False","False","Cloud Backup and Restore Service_1b81a2","System.ServiceProcess.ServiceController[]",".","CloudBackupRestoreSvc_1b81a2","System.ServiceProcess.ServiceController[]",,"Stopped","224","Manual",,
"CloudEndpointService","System.ServiceProcess.ServiceController[]","False","True","False","Cloud Endpoint Service","System.ServiceProcess.ServiceController[]",".","CloudEndpointService","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"cloudidsvc","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Cloud Identity Service","System.ServiceProcess.ServiceController[]",".","cloudidsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"COMSysApp","System.ServiceProcess.ServiceController[]","False","False","False","COM+ System Application","System.ServiceProcess.ServiceController[]",".","COMSysApp","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"ConsentUxUserSvc_1b81a2","System.ServiceProcess.ServiceController[]","False","False","False","ConsentUX User Service_1b81a2","System.ServiceProcess.ServiceController[]",".","ConsentUxUserSvc_1b81a2","System.ServiceProcess.ServiceController[]",,"Stopped","240","Manual",,
"CoreMessagingRegistrar","System.ServiceProcess.ServiceController[]","False","False","False","CoreMessaging","System.ServiceProcess.ServiceController[]",".","CoreMessagingRegistrar","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"cplspcon","System.ServiceProcess.ServiceController[]","False","False","True","Intel(R) Content Protection HDCP Service","System.ServiceProcess.ServiceController[]",".","cplspcon","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"CredentialEnrollmentManagerUserSvc_1b81a2","System.ServiceProcess.ServiceController[]","False","False","False","CredentialEnrollmentManagerUserSvc_1b81a2","System.ServiceProcess.ServiceController[]",".","CredentialEnrollmentManagerUserSvc_1b81a2","System.ServiceProcess.ServiceController[]",,"Stopped","208","Manual",,
"CryptSvc","System.ServiceProcess.ServiceController[]","False","True","True","Cryptographic Services","System.ServiceProcess.ServiceController[]",".","CryptSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"CscService","System.ServiceProcess.ServiceController[]","False","False","False","Offline Files","System.ServiceProcess.ServiceController[]",".","CscService","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"DcomLaunch","System.ServiceProcess.ServiceController[]","False","False","False","DCOM Server Process Launcher",,".","DcomLaunch","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"dcsvc","System.ServiceProcess.ServiceController[]","False","False","False","Declared Configuration(DC) service","System.ServiceProcess.ServiceController[]",".","dcsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"defragsvc","System.ServiceProcess.ServiceController[]","False","False","False","Optimize drives","System.ServiceProcess.ServiceController[]",".","defragsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"DeviceAssociationBrokerSvc_1b81a2","System.ServiceProcess.ServiceController[]","False","False","False","DeviceAssociationBroker_1b81a2","System.ServiceProcess.ServiceController[]",".","DeviceAssociationBrokerSvc_1b81a2","System.ServiceProcess.ServiceController[]",,"Stopped","224","Manual",,
"DeviceAssociationService","System.ServiceProcess.ServiceController[]","False","True","True","Device Association Service","System.ServiceProcess.ServiceController[]",".","DeviceAssociationService","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"DeviceInstall","System.ServiceProcess.ServiceController[]","False","False","False","Device Install Service","System.ServiceProcess.ServiceController[]",".","DeviceInstall","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"DevicePickerUserSvc_1b81a2","System.ServiceProcess.ServiceController[]","False","False","False","DevicePicker_1b81a2","System.ServiceProcess.ServiceController[]",".","DevicePickerUserSvc_1b81a2","System.ServiceProcess.ServiceController[]",,"Stopped","224","Manual",,
"DevicesFlowUserSvc_1b81a2","System.ServiceProcess.ServiceController[]","False","False","True","DevicesFlow_1b81a2","System.ServiceProcess.ServiceController[]",".","DevicesFlowUserSvc_1b81a2","System.ServiceProcess.ServiceController[]",,"Running","240","Manual",,
"DevQueryBroker","System.ServiceProcess.ServiceController[]","False","True","True","DevQuery Background Discovery Broker","System.ServiceProcess.ServiceController[]",".","DevQueryBroker","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"Dhcp","System.ServiceProcess.ServiceController[]","False","True","True","DHCP Client","System.ServiceProcess.ServiceController[]",".","Dhcp","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"diagnosticshub.standardcollector.service","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft (R) Diagnostics Hub Standard Collector Service","System.ServiceProcess.ServiceController[]",".","diagnosticshub.standardcollector.service","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"diagsvc","System.ServiceProcess.ServiceController[]","False","False","False","Diagnostic Execution Service","System.ServiceProcess.ServiceController[]",".","diagsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"DiagTrack","System.ServiceProcess.ServiceController[]","False","True","True","Connected User Experiences and Telemetry","System.ServiceProcess.ServiceController[]",".","DiagTrack","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"DialogBlockingService","System.ServiceProcess.ServiceController[]","False","False","False","DialogBlockingService","System.ServiceProcess.ServiceController[]",".","DialogBlockingService","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Disabled",,
"DispBrokerDesktopSvc","System.ServiceProcess.ServiceController[]","False","False","True","Display Policy Service","System.ServiceProcess.ServiceController[]",".","DispBrokerDesktopSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"DisplayEnhancementService","System.ServiceProcess.ServiceController[]","False","False","True","Display Enhancement Service","System.ServiceProcess.ServiceController[]",".","DisplayEnhancementService","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"DmEnrollmentSvc","System.ServiceProcess.ServiceController[]","False","False","False","Device Management Enrollment Service","System.ServiceProcess.ServiceController[]",".","DmEnrollmentSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"dmwappushservice","System.ServiceProcess.ServiceController[]","False","False","False","Device Management Wireless Application Protocol (WAP) Push message Routing Service","System.ServiceProcess.ServiceController[]",".","dmwappushservice","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"Dnscache","System.ServiceProcess.ServiceController[]","False","False","False","DNS Client","System.ServiceProcess.ServiceController[]",".","Dnscache","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"DolbyDAXAPI","System.ServiceProcess.ServiceController[]","False","True","True","Dolby DAX API Service","System.ServiceProcess.ServiceController[]",".","DolbyDAXAPI","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"DolbyFusionAPI","System.ServiceProcess.ServiceController[]","False","True","True","Dolby Fusion API Service","System.ServiceProcess.ServiceController[]",".","DolbyFusionAPI","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"DoSvc","System.ServiceProcess.ServiceController[]","False","False","True","Delivery Optimization","System.ServiceProcess.ServiceController[]",".","DoSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"dot3svc","System.ServiceProcess.ServiceController[]","False","False","False","Wired AutoConfig","System.ServiceProcess.ServiceController[]",".","dot3svc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"DPS","System.ServiceProcess.ServiceController[]","False","True","True","Diagnostic Policy Service","System.ServiceProcess.ServiceController[]",".","DPS","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"dptftcs","System.ServiceProcess.ServiceController[]","True","False","True","Intel(R) Dynamic Tuning Technology Telemetry Service","System.ServiceProcess.ServiceController[]",".","dptftcs","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"DsmSvc","System.ServiceProcess.ServiceController[]","False","False","False","Device Setup Manager","System.ServiceProcess.ServiceController[]",".","DsmSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"DsSvc","System.ServiceProcess.ServiceController[]","False","False","True","Data Sharing Service","System.ServiceProcess.ServiceController[]",".","DsSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"DusmSvc","System.ServiceProcess.ServiceController[]","False","False","True","Data Usage","System.ServiceProcess.ServiceController[]",".","DusmSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"EapHost","System.ServiceProcess.ServiceController[]","False","False","False","Extensible Authentication Protocol","System.ServiceProcess.ServiceController[]",".","EapHost","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"edgeupdate","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Edge Update Service (edgeupdate)","System.ServiceProcess.ServiceController[]",".","edgeupdate","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Automatic",,
"edgeupdatem","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Edge Update Service (edgeupdatem)","System.ServiceProcess.ServiceController[]",".","edgeupdatem","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"EFS","System.ServiceProcess.ServiceController[]","False","False","False","Encrypting File System (EFS)","System.ServiceProcess.ServiceController[]",".","EFS","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Manual",,
"embeddedmode","System.ServiceProcess.ServiceController[]","False","False","False","Embedded Mode","System.ServiceProcess.ServiceController[]",".","embeddedmode","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"EntAppSvc","System.ServiceProcess.ServiceController[]","False","False","False","Enterprise App Management Service","System.ServiceProcess.ServiceController[]",".","EntAppSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"EPDService","System.ServiceProcess.ServiceController[]","False","True","True","ELAN PST Service","System.ServiceProcess.ServiceController[]",".","EPDService","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"EventSystem","System.ServiceProcess.ServiceController[]","False","False","True","COM+ Event System","System.ServiceProcess.ServiceController[]",".","EventSystem","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"Everything","System.ServiceProcess.ServiceController[]","False","False","True","Everything","System.ServiceProcess.ServiceController[]",".","Everything","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"fdPHost","System.ServiceProcess.ServiceController[]","False","False","False","Function Discovery Provider Host","System.ServiceProcess.ServiceController[]",".","fdPHost","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
